n,0|n,0
1,0|1,0
1,0|1,0
1,0|1,0
2,0|2,0
1,0|1,0
1,0|1,0
1,0|1,0
2,0|2,0
1,0|1,0
1,0|1,0
1,0|1,0
2,0|2,0
9,0|9,0
n,0|n,0
n,0|n,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
18,0|18,0
n,0|n,0
18,0|18,0
n,0|n,0
18,0|18,0
n,0|n,0
18,0|18,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
18,0|18,0
n,0|n,0
18,0|18,0
18,0|18,0
18,0|18,0
18,0|18,0
18,0|18,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
18,0|18,0
n,0|n,0
18,0|18,0
18,0|18,0
2,0|2,0
2,0|2,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
11,0|11,0
11,0|11,0
11,0|11,0
11,0|11,0
11,0|11,0
11,0|11,0
2,0|2,0
11,0|11,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
18,0|18,0
n,0|n,0
18,0|18,0
n,0|n,0
18,0|18,0
n,0|n,0
18,0|18,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
18,0|18,0
n,0|n,0
18,0|18,0
18,0|18,0
18,0|18,0
18,0|18,0
18,0|18,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
18,0|18,0
n,0|n,0
18,0|18,0
18,0|18,0
2,0|2,0
2,0|2,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
11,0|11,0
11,0|11,0
11,0|11,0
11,0|11,0
11,0|11,0
11,0|11,0
2,0|2,0
11,0|11,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
12,0|12,0
13,0|13,0
16,0|16,0
n,0|n,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
16,0|16,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
26,0|26,0
1,0|1,0
3,0|3,0
2,0|2,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
n,0|n,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
26,0|26,0
1,0|1,0
3,0|3,0
2,0|2,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
n,0|n,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
26,0|26,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
16,0|16,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
26,0|26,0
1,0|1,0
3,0|3,0
2,0|2,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
n,0|n,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
26,0|26,0
1,0|1,0
3,0|3,0
2,0|2,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
n,0|n,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
26,0|26,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
2,0|2,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
2,0|2,0
1,0|1,0
3,0|3,0
2,0|2,0
2,0|2,0
8,0|8,0
11,0|11,0
2,0|2,0
8,0|8,0
12,0|12,0
13,0|13,0
2,0|2,0
2,0|2,0
12,0|12,0
13,0|13,0
n,0|n,0
2,0|2,0
1,0|1,0
3,0|3,0
2,0|2,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
2,0|2,0
11,0|11,0
18,0|18,0
2,0|2,0
n,0|n,0
2,0|2,0
n,0|n,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
8,0|8,0
11,0|11,0
0,0|0,0
8,0|8,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
1,0|1,0
3,0|3,0
2,0|2,0
0,0|0,0
